SITEID,Species,Number Captured,Minimum (mm),Maximum (mm),Project Name,Day,Month,Year,Waterbody Name,WaterbodyType,Start Latitude,Start Longitude,Air Temperature (C),Water Temperature (C),Turbidity (ntu)
6073,Lepomis macrochirus,28,68,99,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.57354,-76.24683,33.4,29.19,1.9
6073,Lepomis gibbosus,4,115,146,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.57354,-76.24683,33.4,29.19,1.9
6073,Notropis heterodon,2,51,56,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.57354,-76.24683,33.4,29.19,1.9
6073,Ambloplites rupestris,3,24,109,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.57354,-76.24683,33.4,29.19,1.9
6073,Fundulus diaphanus,1,58,58,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.57354,-76.24683,33.4,29.19,1.9
6073,Micropterus salmoides,4,34,44,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.57354,-76.24683,33.4,29.19,1.9
6073,Lepomis macrochirus,24,62,120,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.57354,-76.24683,33.4,29.19,1.9
6073,Lepomis gibbosus,1,64,64,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.57354,-76.24683,33.4,29.19,1.9
6073,Notropis heterodon,2,20,54,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.57354,-76.24683,33.4,29.19,1.9
6073,Fundulus diaphanus,2,52,62,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.57354,-76.24683,33.4,29.19,1.9
6073,Perca flavescens,1,51,51,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.57354,-76.24683,33.4,29.19,1.9
6073,Lepomis macrochirus,36,56,92,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.57354,-76.24683,33.4,29.19,1.9
6073,Lepomis gibbosus,2,59,85,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.57354,-76.24683,33.4,29.19,1.9
6073,Perca flavescens,1,53,53,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.57354,-76.24683,33.4,29.19,1.9
6073,Fundulus diaphanus,1,61,61,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.57354,-76.24683,33.4,29.19,1.9
6073,Lepomis macrochirus,3,42,86,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.57354,-76.24683,33.4,29.19,1.9
6073,Fundulus diaphanus,1,58,58,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.57354,-76.24683,33.4,29.19,1.9
6074,Dorosoma cepedianum,8,37,49,2013 Spotted Gar Critical Habitat Survey,29,7,2013,Mill Creek,Stream,42.31089,-81.91929,20.7,20.07,187.44
6074,Lepomis macrochirus,4,30,33,2013 Spotted Gar Critical Habitat Survey,29,7,2013,Mill Creek,Stream,42.31089,-81.91929,20.7,20.07,187.44
6074,Pomoxis nigromaculatus,2,36,141,2013 Spotted Gar Critical Habitat Survey,29,7,2013,Mill Creek,Stream,42.31089,-81.91929,20.7,20.07,187.44
6075,No fish captured,0,,,2013 Northern Madtom Survey of Lake St. Clair,25,4,2013,Lake St. Clair,Lake,42.32773,-82.84949,7.8,7.11,13
6075,No fish captured,0,,,2013 Northern Madtom Survey of Lake St. Clair,25,4,2013,Lake St. Clair,Lake,42.32773,-82.84949,7.8,7.11,13
6075,Neogobius melanostomus,1,58,58,2013 Northern Madtom Survey of Lake St. Clair,25,4,2013,Lake St. Clair,Lake,42.32773,-82.84949,7.8,7.11,13
6076,No fish captured,0,,,2013 Northern Madtom Survey of Lake St. Clair,25,4,2013,Lake St. Clair,Lake,42.32823,-82.85548,7.4,7.49,11
6076,No fish captured,0,,,2013 Northern Madtom Survey of Lake St. Clair,25,4,2013,Lake St. Clair,Lake,42.32823,-82.85548,7.4,7.49,11
6076,Neogobius melanostomus,1,32,32,2013 Northern Madtom Survey of Lake St. Clair,25,4,2013,Lake St. Clair,Lake,42.32823,-82.85548,7.4,7.49,11
6077,Amia calva,1,555,555,2013 Spotted Gar Critical Habitat Survey,22,5,2013,Flat Creek,Stream,42.32057,-81.90917,7.8,21.1,216.04
6077,Pomoxis nigromaculatus,1,304,304,2013 Spotted Gar Critical Habitat Survey,22,5,2013,Flat Creek,Stream,42.32057,-81.90917,7.8,21.1,216.04
6077,Notemigonus crysoleucas,24,62,130,2013 Spotted Gar Critical Habitat Survey,22,5,2013,Flat Creek,Stream,42.32057,-81.90917,7.8,21.1,216.04
6077,Lepomis macrochirus,4,52,71,2013 Spotted Gar Critical Habitat Survey,22,5,2013,Flat Creek,Stream,42.32057,-81.90917,7.8,21.1,216.04
6077,Pimephales notatus,3,64,70,2013 Spotted Gar Critical Habitat Survey,22,5,2013,Flat Creek,Stream,42.32057,-81.90917,7.8,21.1,216.04
6077,Ameiurus natalis,2,314,360,2013 Spotted Gar Critical Habitat Survey,22,5,2013,Flat Creek,Stream,42.32057,-81.90917,7.8,21.1,216.04
6077,Perca flavescens,2,162,162,2013 Spotted Gar Critical Habitat Survey,22,5,2013,Flat Creek,Stream,42.32057,-81.90917,7.8,21.1,216.04
6078,Fundulus diaphanus,1,52,52,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.58294,-76.24635,37.3,31.32,0.2
6078,Lepomis macrochirus,8,60,109,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.58294,-76.24635,37.3,31.32,0.2
6078,Micropterus salmoides,2,33,122,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.58294,-76.24635,37.3,31.32,0.2
6078,Fundulus diaphanus,1,49,49,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.58294,-76.24635,37.3,31.32,0.2
6078,Lepomis macrochirus,7,56,109,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.58294,-76.24635,37.3,31.32,0.2
6078,Ambloplites rupestris,1,64,64,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.58294,-76.24635,37.3,31.32,0.2
6078,Lepomis gibbosus,1,81,81,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.58294,-76.24635,37.3,31.32,0.2
6078,Lepomis macrochirus,5,92,92,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.58294,-76.24635,37.3,31.32,0.2
6078,Micropterus salmoides,2,47,49,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.58294,-76.24635,37.3,31.32,0.2
6078,Lepomis gibbosus,3,86,92,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.58294,-76.24635,37.3,31.32,0.2
6078,Perca flavescens,1,42,42,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.58294,-76.24635,37.3,31.32,0.2
6078,Etheostoma exile,1,37,37,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.58294,-76.24635,37.3,31.32,0.2
6078,Fundulus diaphanus,2,56,58,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.58294,-76.24635,37.3,31.32,0.2
6078,Ambloplites rupestris,2,26,31,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.58294,-76.24635,37.3,31.32,0.2
6078,Perca flavescens,2,40,43,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.58294,-76.24635,37.3,31.32,0.2
6078,Micropterus salmoides,3,39,40,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.58294,-76.24635,37.3,31.32,0.2
6078,Etheostoma exile,1,34,34,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.58294,-76.24635,37.3,31.32,0.2
6078,Ambloplites rupestris,1,59,59,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.58294,-76.24635,37.3,31.32,0.2
6078,Micropterus salmoides,1,46,46,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.58294,-76.24635,37.3,31.32,0.2
6078,Etheostoma exile,1,85,85,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.58294,-76.24635,37.3,31.32,0.2
6078,Lepomis macrochirus,1,104,104,2013 Bridle Shiner Critical Habitat Survey,16,7,2013,Sand Lake,Lake,44.58294,-76.24635,37.3,31.32,0.2
6081,Neogobius melanostomus,1,47,47,2013 Northern Madtom Survey of Lake St. Clair,25,4,2013,Lake St. Clair,Lake,42.30929,-82.78355,7.9,8.21,12.6
6081,Neogobius melanostomus,2,31,34,2013 Northern Madtom Survey of Lake St. Clair,25,4,2013,Lake St. Clair,Lake,42.30929,-82.78355,7.9,8.21,12.6
6081,No fish captured,0,,,2013 Northern Madtom Survey of Lake St. Clair,25,4,2013,Lake St. Clair,Lake,42.30929,-82.78355,7.9,8.21,12.6
6082,Esox lucius,1,560,560,2013 Spotted Gar Critical Habitat Survey,22,5,2013,Flat Creek,Stream,42.32111,-81.90987,7.6,17.19,20.3
6082,Cyprinus carpio,1,596,596,2013 Spotted Gar Critical Habitat Survey,22,5,2013,Flat Creek,Stream,42.32111,-81.90987,7.6,17.19,20.3
6082,Micropterus salmoides,2,331,332,2013 Spotted Gar Critical Habitat Survey,22,5,2013,Flat Creek,Stream,42.32111,-81.90987,7.6,17.19,20.3
6082,Ameiurus nebulosus,1,312,312,2013 Spotted Gar Critical Habitat Survey,22,5,2013,Flat Creek,Stream,42.32111,-81.90987,7.6,17.19,20.3
6082,Pomoxis nigromaculatus,2,224,270,2013 Spotted Gar Critical Habitat Survey,22,5,2013,Flat Creek,Stream,42.32111,-81.90987,7.6,17.19,20.3
6082,Perca flavescens,2,175,264,2013 Spotted Gar Critical Habitat Survey,22,5,2013,Flat Creek,Stream,42.32111,-81.90987,7.6,17.19,20.3
6082,Ameiurus natalis,5,290,309,2013 Spotted Gar Critical Habitat Survey,22,5,2013,Flat Creek,Stream,42.32111,-81.90987,7.6,17.19,20.3
6082,Lepomis macrochirus,12,155,185,2013 Spotted Gar Critical Habitat Survey,22,5,2013,Flat Creek,Stream,42.32111,-81.90987,7.6,17.19,20.3
6082,Catostomus commersonii,1,284,284,2013 Spotted Gar Critical Habitat Survey,22,5,2013,Flat Creek,Stream,42.32111,-81.90987,7.6,17.19,20.3
6082,Lepomis gibbosus,6,93,105,2013 Spotted Gar Critical Habitat Survey,22,5,2013,Flat Creek,Stream,42.32111,-81.90987,7.6,17.19,20.3
6082,Notemigonus crysoleucas,2,114,123,2013 Spotted Gar Critical Habitat Survey,22,5,2013,Flat Creek,Stream,42.32111,-81.90987,7.6,17.19,20.3
6082,Pimephales notatus,53,63,88,2013 Spotted Gar Critical Habitat Survey,22,5,2013,Flat Creek,Stream,42.32111,-81.90987,7.6,17.19,20.3
6082,Ambloplites rupestris,3,50,77,2013 Spotted Gar Critical Habitat Survey,22,5,2013,Flat Creek,Stream,42.32111,-81.90987,7.6,17.19,20.3
6082,Ameiurus melas,1,158,158,2013 Spotted Gar Critical Habitat Survey,22,5,2013,Flat Creek,Stream,42.32111,-81.90987,7.6,17.19,20.3
6082,Noturus gyrinus,1,63,63,2013 Spotted Gar Critical Habitat Survey,22,5,2013,Flat Creek,Stream,42.32111,-81.90987,7.6,17.19,20.3
6083,No fish captured,0,,,2013 Northern Madtom Survey of Lake St. Clair,25,4,2013,Lake St. Clair,Lake,42.31021,-82.77657,9.4,8.06,11.7
6083,No fish captured,0,,,2013 Northern Madtom Survey of Lake St. Clair,25,4,2013,Lake St. Clair,Lake,42.31021,-82.77657,9.4,8.06,11.7
6083,No fish captured,0,,,2013 Northern Madtom Survey of Lake St. Clair,25,4,2013,Lake St. Clair,Lake,42.31021,-82.77657,9.4,8.06,11.7
6084,Amia calva,2,570,581,2013 Spotted Gar Critical Habitat Survey,21,5,2013,Flat Creek,Stream,42.32111,-81.90987,27.8,21.01,21.48
6084,Ambloplites rupestris,10,77,87,2013 Spotted Gar Critical Habitat Survey,21,5,2013,Flat Creek,Stream,42.32111,-81.90987,27.8,21.01,21.48
6084,Pomoxis nigromaculatus,2,241,244,2013 Spotted Gar Critical Habitat Survey,21,5,2013,Flat Creek,Stream,42.32111,-81.90987,27.8,21.01,21.48
6084,Catostomus commersonii,1,391,391,2013 Spotted Gar Critical Habitat Survey,21,5,2013,Flat Creek,Stream,42.32111,-81.90987,27.8,21.01,21.48
6084,Ameiurus natalis,8,305,306,2013 Spotted Gar Critical Habitat Survey,21,5,2013,Flat Creek,Stream,42.32111,-81.90987,27.8,21.01,21.48
6084,Pimephales notatus,118,67,94,2013 Spotted Gar Critical Habitat Survey,21,5,2013,Flat Creek,Stream,42.32111,-81.90987,27.8,21.01,21.48
6084,Notemigonus crysoleucas,16,100,146,2013 Spotted Gar Critical Habitat Survey,21,5,2013,Flat Creek,Stream,42.32111,-81.90987,27.8,21.01,21.48
6084,Micropterus salmoides,1,111,111,2013 Spotted Gar Critical Habitat Survey,21,5,2013,Flat Creek,Stream,42.32111,-81.90987,27.8,21.01,21.48
6084,Lepomis gibbosus,6,164,170,2013 Spotted Gar Critical Habitat Survey,21,5,2013,Flat Creek,Stream,42.32111,-81.90987,27.8,21.01,21.48
6084,Lepomis macrochirus,27,82,186,2013 Spotted Gar Critical Habitat Survey,21,5,2013,Flat Creek,Stream,42.32111,-81.90987,27.8,21.01,21.48
6084,Ameiurus nebulosus,1,304,304,2013 Spotted Gar Critical Habitat Survey,21,5,2013,Flat Creek,Stream,42.32111,-81.90987,27.8,21.01,21.48
6084,Fundulus diaphanus,3,61,69,2013 Spotted Gar Critical Habitat Survey,21,5,2013,Flat Creek,Stream,42.32111,-81.90987,27.8,21.01,21.48
6084,Pimephales promelas,2,73,73,2013 Spotted Gar Critical Habitat Survey,21,5,2013,Flat Creek,Stream,42.32111,-81.90987,27.8,21.01,21.48
6085,No fish captured,0,,,2013 Northern Madtom Survey of Lake St. Clair,25,4,2013,Lake St. Clair,Lake,42.30628,-82.77583,6.9,8.28,14
6085,Notropis atherinoides,1,75,75,2013 Northern Madtom Survey of Lake St. Clair,25,4,2013,Lake St. Clair,Lake,42.30628,-82.77583,6.9,8.28,14
6085,Notropis hudsonius,1,76,76,2013 Northern Madtom Survey of Lake St. Clair,25,4,2013,Lake St. Clair,Lake,42.30628,-82.77583,6.9,8.28,14
6085,No fish captured,0,,,2013 Northern Madtom Survey of Lake St. Clair,25,4,2013,Lake St. Clair,Lake,42.30628,-82.77583,6.9,8.28,14
6086,Lepomis gibbosus,25,105,165,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.53082,-76.23708,30.4,27.29,0
6086,Perca flavescens,4,123,136,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.53082,-76.23708,30.4,27.29,0
6086,Lepomis macrochirus,42,62,114,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.53082,-76.23708,30.4,27.29,0
6086,Micropterus salmoides,1,88,88,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.53082,-76.23708,30.4,27.29,0
6086,Lepomis gibbosus,3,75,108,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.53082,-76.23708,30.4,27.29,0
6086,Lepomis gibbosus,1,93,93,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.53082,-76.23708,30.4,27.29,0
6086,Lepomis gibbosus,1,64,64,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.53082,-76.23708,30.4,27.29,0
6086,Lepomis macrochirus,2,63,78,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.53082,-76.23708,30.4,27.29,0
6086,Lepomis gibbosus,1,96,96,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.53082,-76.23708,30.4,27.29,0
6087,Lepomis gibbosus,3,78,85,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.51853,-76.23735,29.9,27.98,0
6087,Lepomis macrochirus,21,50,54,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.51853,-76.23735,29.9,27.98,0
6087,Pimephales notatus,1,62,62,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.51853,-76.23735,29.9,27.98,0
6087,Notropis heterodon,4,49,68,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.51853,-76.23735,29.9,27.98,0
6087,Micropterus salmoides,5,35,87,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.51853,-76.23735,29.9,27.98,0
6087,Lepomis gibbosus,6,94,123,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.51853,-76.23735,29.9,27.98,0
6087,Lepomis macrochirus,11,48,68,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.51853,-76.23735,29.9,27.98,0
6087,Pimephales notatus,1,67,67,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.51853,-76.23735,29.9,27.98,0
6087,Perca flavescens,1,110,110,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.51853,-76.23735,29.9,27.98,0
6087,Ambloplites rupestris,1,59,59,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.51853,-76.23735,29.9,27.98,0
6087,Lepomis gibbosus,6,65,160,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.51853,-76.23735,29.9,27.98,0
6087,Lepomis macrochirus,1,82,82,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.51853,-76.23735,29.9,27.98,0
6087,Notropis heterodon,1,20,20,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.51853,-76.23735,29.9,27.98,0
6087,Lepomis gibbosus,1,95,95,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.51853,-76.23735,29.9,27.98,0
6087,Micropterus salmoides,2,37,77,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.51853,-76.23735,29.9,27.98,0
6087,Fundulus diaphanus,2,51,80,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.51853,-76.23735,29.9,27.98,0
6087,Notropis heterodon,1,25,25,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.51853,-76.23735,29.9,27.98,0
6087,Lepomis gibbosus,2,62,98,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.51853,-76.23735,29.9,27.98,0
6087,Lepomis macrochirus,1,51,51,2013 Bridle Shiner Critical Habitat Survey,17,7,2013,Whitefish Lake,Lake,44.51853,-76.23735,29.9,27.98,0
6092,No fish captured,,,,2013 Bridle Shiner Critical Habitat Survey,24,7,2013,Gananoque River,Stream,44.32721,-76.16415,15.6,23.85,1.51
6092,Ambloplites rupestris,3,126,156,2013 Bridle Shiner Critical Habitat Survey,24,7,2013,Gananoque River,Stream,44.32721,-76.16415,15.6,23.85,1.51
6092,Micropterus salmoides,1,125,125,2013 Bridle Shiner Critical Habitat Survey,24,7,2013,Gananoque River,Stream,44.32721,-76.16415,15.6,23.85,1.51
6092,Lepomis gibbosus,7,75,128,2013 Bridle Shiner Critical Habitat Survey,24,7,2013,Gananoque River,Stream,44.32721,-76.16415,15.6,23.85,1.51
6092,Lepomis macrochirus,3,82,106,2013 Bridle Shiner Critical Habitat Survey,24,7,2013,Gananoque River,Stream,44.32721,-76.16415,15.6,23.85,1.51
6092,Perca flavescens,1,124,124,2013 Bridle Shiner Critical Habitat Survey,24,7,2013,Gananoque River,Stream,44.32721,-76.16415,15.6,23.85,1.51
6092,Ambloplites rupestris,2,110,135,2013 Bridle Shiner Critical Habitat Survey,24,7,2013,Gananoque River,Stream,44.32721,-76.16415,15.6,23.85,1.51
6092,Lepomis gibbosus,9,75,108,2013 Bridle Shiner Critical Habitat Survey,24,7,2013,Gananoque River,Stream,44.32721,-76.16415,15.6,23.85,1.51
6092,Lepomis macrochirus,2,75,81,2013 Bridle Shiner Critical Habitat Survey,24,7,2013,Gananoque River,Stream,44.32721,-76.16415,15.6,23.85,1.51
6092,No fish captured,,,,2013 Bridle Shiner Critical Habitat Survey,24,7,2013,Gananoque River,Stream,44.32721,-76.16415,15.6,23.85,1.51
6092,Ambloplites rupestris,1,135,135,2013 Bridle Shiner Critical Habitat Survey,24,7,2013,Gananoque River,Stream,44.32721,-76.16415,15.6,23.85,1.51
6094,Notropis anogenus,2,45,45,2013 Bridle Shiner Critical Habitat Survey,24,7,2013,Gananoque River,Stream,44.32731,-76.16274,22.5,24.46,11.35
6094,Ambloplites rupestris,1,26,26,2013 Bridle Shiner Critical Habitat Survey,24,7,2013,Gananoque River,Stream,44.32731,-76.16274,22.5,24.46,11.35
6094,Hybognathus regius,2,44,46,2013 Bridle Shiner Critical Habitat Survey,24,7,2013,Gananoque River,Stream,44.32731,-76.16274,22.5,24.46,11.35
6094,Lepomis gibbosus,1,74,74,2013 Bridle Shiner Critical Habitat Survey,24,7,2013,Gananoque River,Stream,44.32731,-76.16274,22.5,24.46,11.35
6094,Lepomis gibbosus,1,65,65,2013 Bridle Shiner Critical Habitat Survey,24,7,2013,Gananoque River,Stream,44.32731,-76.16274,22.5,24.46,11.35
6094,Micropterus salmoides,2,54,65,2013 Bridle Shiner Critical Habitat Survey,24,7,2013,Gananoque River,Stream,44.32731,-76.16274,22.5,24.46,11.35
6094,Lepomis macrochirus,1,63,63,2013 Bridle Shiner Critical Habitat Survey,24,7,2013,Gananoque River,Stream,44.32731,-76.16274,22.5,24.46,11.35
6094,Lepomis gibbosus,2,77,82,2013 Bridle Shiner Critical Habitat Survey,24,7,2013,Gananoque River,Stream,44.32731,-76.16274,22.5,24.46,11.35
6094,Lepomis macrochirus,4,59,74,2013 Bridle Shiner Critical Habitat Survey,24,7,2013,Gananoque River,Stream,44.32731,-76.16274,22.5,24.46,11.35
6094,Perca flavescens,1,200,200,2013 Bridle Shiner Critical Habitat Survey,24,7,2013,Gananoque River,Stream,44.32731,-76.16274,22.5,24.46,11.35
6094,Micropterus salmoides,2,47,55,2013 Bridle Shiner Critical Habitat Survey,24,7,2013,Gananoque River,Stream,44.32731,-76.16274,22.5,24.46,11.35
6094,Lepomis macrochirus,1,72,72,2013 Bridle Shiner Critical Habitat Survey,24,7,2013,Gananoque River,Stream,44.32731,-76.16274,22.5,24.46,11.35
6094,No fish captured,,,,2013 Bridle Shiner Critical Habitat Survey,24,7,2013,Gananoque River,Stream,44.32731,-76.16274,22.5,24.46,11.35
6095,Morone chrysops,1,100,100,2013 Northern Madtom Survey of Lake St. Clair,25,4,2013,Lake St. Clair,Lake,42.30575,-82.77655,5.9,8.42,30.7
6095,Ambloplites rupestris,1,55,55,2013 Northern Madtom Survey of Lake St. Clair,25,4,2013,Lake St. Clair,Lake,42.30575,-82.77655,5.9,8.42,30.7
6095,Notropis volucellus,2,35,59,2013 Northern Madtom Survey of Lake St. Clair,25,4,2013,Lake St. Clair,Lake,42.30575,-82.77655,5.9,8.42,30.7
6095,Notropis hudsonius,2,64,64,2013 Northern Madtom Survey of Lake St. Clair,25,4,2013,Lake St. Clair,Lake,42.30575,-82.77655,5.9,8.42,30.7
